Vial,Date,Run,Well,Sample.Type,Concentration
A,20210628,1,A1,Standard,2000
A,20210628,1,B1,Standard,2000
A,20210628,1,C1,Standard,2000
B,20210628,1,D1,Standard,1500
B,20210628,1,E1,Standard,1500
B,20210628,1,F1,Standard,1500
C,20210628,1,G1,Standard,1000
C,20210628,1,H1,Standard,1000
C,20210628,1,A2,Standard,1000
D,20210628,1,B2,Standard,750
D,20210628,1,C2,Standard,750
D,20210628,1,D2,Standard,750
E,20210628,1,E2,Standard,500
E,20210628,1,F2,Standard,500
E,20210628,1,G2,Standard,500
F,20210628,1,H2,Standard,250
F,20210628,1,A3,Standard,250
F,20210628,1,B3,Standard,250
G,20210628,1,C3,Standard,125
G,20210628,1,D3,Standard,125
G,20210628,1,E3,Standard,125
H,20210628,1,F3,Standard,25
H,20210628,1,G3,Standard,25
H,20210628,1,H3,Standard,25
I,20210628,1,A4,Blank,0
I,20210628,1,B4,Blank,0
I,20210628,1,C4,Blank,0
4,20210628,1,D4,Sample,
4,20210628,1,E4,Sample,
4,20210628,1,F4,Sample,
10,20210628,1,G4,Sample,
10,20210628,1,H4,Sample,
10,20210628,1,A5,Sample,
16,20210628,1,B5,Sample,
16,20210628,1,C5,Sample,
16,20210628,1,D5,Sample,
22,20210628,1,E5,Sample,
22,20210628,1,F5,Sample,
22,20210628,1,G5,Sample,
28,20210628,1,H5,Sample,
28,20210628,1,A6,Sample,
28,20210628,1,B6,Sample,
34,20210628,1,C6,Sample,
34,20210628,1,D6,Sample,
34,20210628,1,E6,Sample,
NA,20210628,1,F6,NA,
NA,20210628,1,G6,NA,
NA,20210628,1,H6,NA,
NA,20210628,1,A7,NA,
NA,20210628,1,B7,NA,
NA,20210628,1,C7,NA,
NA,20210628,1,D7,NA,
NA,20210628,1,E7,NA,
NA,20210628,1,F7,NA,
NA,20210628,1,G7,NA,
NA,20210628,1,H7,NA,
NA,20210628,1,A8,NA,
NA,20210628,1,B8,NA,
NA,20210628,1,C8,NA,
NA,20210628,1,D8,NA,
NA,20210628,1,E8,NA,
NA,20210628,1,F8,NA,
NA,20210628,1,G8,NA,
NA,20210628,1,H8,NA,
NA,20210628,1,A9,NA,
NA,20210628,1,B9,NA,
NA,20210628,1,C9,NA,
NA,20210628,1,D9,NA,
NA,20210628,1,E9,NA,
NA,20210628,1,F9,NA,
NA,20210628,1,G9,NA,
NA,20210628,1,H9,NA,
NA,20210628,1,A10,NA,
NA,20210628,1,B10,NA,
NA,20210628,1,C10,NA,
NA,20210628,1,D10,NA,
NA,20210628,1,E10,NA,
NA,20210628,1,F10,NA,
NA,20210628,1,G10,NA,
NA,20210628,1,H10,NA,
NA,20210628,1,A11,NA,
NA,20210628,1,B11,NA,
NA,20210628,1,C11,NA,
NA,20210628,1,D11,NA,
NA,20210628,1,E11,NA,
NA,20210628,1,F11,NA,
NA,20210628,1,G11,NA,
NA,20210628,1,H11,NA,
NA,20210628,1,A12,NA,
NA,20210628,1,B12,NA,
NA,20210628,1,C12,NA,
NA,20210628,1,D12,NA,
NA,20210628,1,E12,NA,
NA,20210628,1,F12,NA,
NA,20210628,1,G12,NA,
NA,20210628,1,H12,NA,
A,20210629,2,A1,Standard,2000
B,20210629,2,B1,Standard,1500
C,20210629,2,C1,Standard,1000
D,20210629,2,D1,Standard,750
E,20210629,2,E1,Standard,500
F,20210629,2,F1,Standard,250
G,20210629,2,G1,Standard,125
H,20210629,2,H1,Standard,25
A,20210629,2,A2,Standard,2000
B,20210629,2,B2,Standard,1500
C,20210629,2,C2,Standard,1000
D,20210629,2,D2,Standard,750
E,20210629,2,E2,Standard,500
F,20210629,2,F2,Standard,250
G,20210629,2,G2,Standard,125
H,20210629,2,H2,Standard,25
A,20210629,2,A3,Standard,2000
B,20210629,2,B3,Standard,1500
C,20210629,2,C3,Standard,1000
D,20210629,2,D3,Standard,750
E,20210629,2,E3,Standard,500
F,20210629,2,F3,Standard,250
G,20210629,2,G3,Standard,125
H,20210629,2,H3,Standard,25
I,20210629,2,A4,Blank,0
1,20210629,2,B4,Sample,
2,20210629,2,C4,Sample,
3,20210629,2,D4,Sample,
4,20210629,2,E4,Sample,
5,20210629,2,F4,Sample,
6,20210629,2,G4,Sample,
7,20210629,2,H4,Sample,
I,20210629,2,A5,Blank,0
1,20210629,2,B5,Sample,
2,20210629,2,C5,Sample,
3,20210629,2,D5,Sample,
4,20210629,2,E5,Sample,
5,20210629,2,F5,Sample,
6,20210629,2,G5,Sample,
7,20210629,2,H5,Sample,
I,20210629,2,A6,Blank,0
1,20210629,2,B6,Sample,
2,20210629,2,C6,Sample,
3,20210629,2,D6,Sample,
4,20210629,2,E6,Sample,
5,20210629,2,F6,Sample,
6,20210629,2,G6,Sample,
7,20210629,2,H6,Sample,
8,20210629,2,A7,Sample,
9,20210629,2,B7,Sample,
NA,20210629,2,C7,NA,
NA,20210629,2,D7,NA,
NA,20210629,2,E7,NA,
NA,20210629,2,F7,NA,
NA,20210629,2,G7,NA,
NA,20210629,2,H7,NA,
8,20210629,2,A8,Sample,
9,20210629,2,B8,Sample,
NA,20210629,2,C8,NA,
NA,20210629,2,D8,NA,
NA,20210629,2,E8,NA,
NA,20210629,2,F8,NA,
NA,20210629,2,G8,NA,
NA,20210629,2,H8,NA,
8,20210629,2,A9,Sample,
9,20210629,2,B9,Sample,
NA,20210629,2,C9,NA,
NA,20210629,2,D9,NA,
NA,20210629,2,E9,NA,
NA,20210629,2,F9,NA,
NA,20210629,2,G9,NA,
NA,20210629,2,H9,NA,
NA,20210629,2,A10,NA,
NA,20210629,2,B10,NA,
NA,20210629,2,C10,NA,
NA,20210629,2,D10,NA,
NA,20210629,2,E10,NA,
NA,20210629,2,F10,NA,
NA,20210629,2,G10,NA,
NA,20210629,2,H10,NA,
NA,20210629,2,A11,NA,
NA,20210629,2,B11,NA,
NA,20210629,2,C11,NA,
NA,20210629,2,D11,NA,
NA,20210629,2,E11,NA,
NA,20210629,2,F11,NA,
NA,20210629,2,G11,NA,
NA,20210629,2,H11,NA,
NA,20210629,2,A12,NA,
NA,20210629,2,B12,NA,
NA,20210629,2,C12,NA,
NA,20210629,2,D12,NA,
NA,20210629,2,E12,NA,
NA,20210629,2,F12,NA,
NA,20210629,2,G12,NA,
NA,20210629,2,H12,NA,
A,20210701,3,A1,Standard,2000
B,20210701,3,B1,Standard,1500
C,20210701,3,C1,Standard,1000
D,20210701,3,D1,Standard,750
E,20210701,3,E1,Standard,500
F,20210701,3,F1,Standard,250
G,20210701,3,G1,Standard,125
H,20210701,3,H1,Standard,25
A,20210701,3,A2,Standard,2000
B,20210701,3,B2,Standard,1500
C,20210701,3,C2,Standard,1000
D,20210701,3,D2,Standard,750
E,20210701,3,E2,Standard,500
F,20210701,3,F2,Standard,250
G,20210701,3,G2,Standard,125
H,20210701,3,H2,Standard,25
A,20210701,3,A3,Standard,2000
B,20210701,3,B3,Standard,1500
C,20210701,3,C3,Standard,1000
D,20210701,3,D3,Standard,750
E,20210701,3,E3,Standard,500
F,20210701,3,F3,Standard,250
G,20210701,3,G3,Standard,125
H,20210701,3,H3,Standard,25
I,20210701,3,A4,Blank,0
1,20210701,3,B4,Sample,
2,20210701,3,C4,Sample,
7,20210701,3,D4,Sample,
8,20210701,3,E4,Sample,
13,20210701,3,F4,Sample,
14,20210701,3,G4,Sample,
19,20210701,3,H4,Sample,
I,20210701,3,A5,Blank,0
1,20210701,3,B5,Sample,
2,20210701,3,C5,Sample,
7,20210701,3,D5,Sample,
8,20210701,3,E5,Sample,
13,20210701,3,F5,Sample,
14,20210701,3,G5,Sample,
19,20210701,3,H5,Sample,
I,20210701,3,A6,Blank,0
1,20210701,3,B6,Sample,
2,20210701,3,C6,Sample,
7,20210701,3,D6,Sample,
8,20210701,3,E6,Sample,
13,20210701,3,F6,Sample,
14,20210701,3,G6,Sample,
19,20210701,3,H6,Sample,
20,20210701,3,A7,Sample,
25,20210701,3,B7,Sample,
26,20210701,3,C7,Sample,
31,20210701,3,D7,Sample,
32,20210701,3,E7,Sample,
37,20210701,3,F7,Sample,
38,20210701,3,G7,Sample,
43,20210701,3,H7,Sample,
20,20210701,3,A8,Sample,
25,20210701,3,B8,Sample,
26,20210701,3,C8,Sample,
31,20210701,3,D8,Sample,
32,20210701,3,E8,Sample,
37,20210701,3,F8,Sample,
38,20210701,3,G8,Sample,
43,20210701,3,H8,Sample,
20,20210701,3,A9,Sample,
25,20210701,3,B9,Sample,
26,20210701,3,C9,Sample,
31,20210701,3,D9,Sample,
32,20210701,3,E9,Sample,
37,20210701,3,F9,Sample,
38,20210701,3,G9,Sample,
43,20210701,3,H9,Sample,
44,20210701,3,A10,Sample,
49,20210701,3,B10,Sample,
50,20210701,3,C10,Sample,
55,20210701,3,D10,Sample,
56,20210701,3,E10,Sample,
61,20210701,3,F10,Sample,
62,20210701,3,G10,Sample,
67,20210701,3,H10,Sample,
44,20210701,3,A11,Sample,
49,20210701,3,B11,Sample,
50,20210701,3,C11,Sample,
55,20210701,3,D11,Sample,
56,20210701,3,E11,Sample,
61,20210701,3,F11,Sample,
62,20210701,3,G11,Sample,
67,20210701,3,H11,Sample,
44,20210701,3,A12,Sample,
49,20210701,3,B12,Sample,
50,20210701,3,C12,Sample,
55,20210701,3,D12,Sample,
56,20210701,3,E12,Sample,
61,20210701,3,F12,Sample,
62,20210701,3,G12,Sample,
67,20210701,3,H12,Sample,
A,20210702,4,A1,Standard,2000
B,20210702,4,B1,Standard,1500
C,20210702,4,C1,Standard,1000
D,20210702,4,D1,Standard,750
E,20210702,4,E1,Standard,500
F,20210702,4,F1,Standard,250
G,20210702,4,G1,Standard,125
H,20210702,4,H1,Standard,25
A,20210702,4,A2,Standard,2000
B,20210702,4,B2,Standard,1500
C,20210702,4,C2,Standard,1000
D,20210702,4,D2,Standard,750
E,20210702,4,E2,Standard,500
F,20210702,4,F2,Standard,250
G,20210702,4,G2,Standard,125
H,20210702,4,H2,Standard,25
A,20210702,4,A3,Standard,2000
B,20210702,4,B3,Standard,1500
C,20210702,4,C3,Standard,1000
D,20210702,4,D3,Standard,750
E,20210702,4,E3,Standard,500
F,20210702,4,F3,Standard,250
G,20210702,4,G3,Standard,125
H,20210702,4,H3,Standard,25
I,20210702,4,A4,Blank,0
68,20210702,4,B4,Sample,
73,20210702,4,C4,Sample,
74,20210702,4,D4,Sample,
79,20210702,4,E4,Sample,
80,20210702,4,F4,Sample,
85,20210702,4,G4,Sample,
86,20210702,4,H4,Sample,
I,20210702,4,A5,Blank,0
68,20210702,4,B5,Sample,
73,20210702,4,C5,Sample,
74,20210702,4,D5,Sample,
79,20210702,4,E5,Sample,
80,20210702,4,F5,Sample,
85,20210702,4,G5,Sample,
86,20210702,4,H5,Sample,
I,20210702,4,A6,Blank,0
68,20210702,4,B6,Sample,
73,20210702,4,C6,Sample,
74,20210702,4,D6,Sample,
79,20210702,4,E6,Sample,
80,20210702,4,F6,Sample,
85,20210702,4,G6,Sample,
86,20210702,4,H6,Sample,
91,20210702,4,A7,Sample,
92,20210702,4,B7,Sample,
97,20210702,4,C7,Sample,
98,20210702,4,D7,Sample,
103,20210702,4,E7,Sample,
104,20210702,4,F7,Sample,
109,20210702,4,G7,Sample,
110,20210702,4,H7,Sample,
91,20210702,4,A8,Sample,
92,20210702,4,B8,Sample,
97,20210702,4,C8,Sample,
98,20210702,4,D8,Sample,
103,20210702,4,E8,Sample,
104,20210702,4,F8,Sample,
109,20210702,4,G8,Sample,
110,20210702,4,H8,Sample,
91,20210702,4,A9,Sample,
92,20210702,4,B9,Sample,
97,20210702,4,C9,Sample,
98,20210702,4,D9,Sample,
103,20210702,4,E9,Sample,
104,20210702,4,F9,Sample,
109,20210702,4,G9,Sample,
110,20210702,4,H9,Sample,
115,20210702,4,A10,Sample,
116,20210702,4,B10,Sample,
121,20210702,4,C10,Sample,
122,20210702,4,D10,Sample,
127,20210702,4,E10,Sample,
128,20210702,4,F10,Sample,
133,20210702,4,G10,Sample,
134,20210702,4,H10,Sample,
115,20210702,4,A11,Sample,
116,20210702,4,B11,Sample,
121,20210702,4,C11,Sample,
122,20210702,4,D11,Sample,
127,20210702,4,E11,Sample,
128,20210702,4,F11,Sample,
133,20210702,4,G11,Sample,
134,20210702,4,H11,Sample,
115,20210702,4,A12,Sample,
116,20210702,4,B12,Sample,
121,20210702,4,C12,Sample,
122,20210702,4,D12,Sample,
127,20210702,4,E12,Sample,
128,20210702,4,F12,Sample,
133,20210702,4,G12,Sample,
134,20210702,4,H12,Sample,
A,20210706,5,A1,Standard,2000
B,20210706,5,B1,Standard,1500
C,20210706,5,C1,Standard,1000
D,20210706,5,D1,Standard,750
E,20210706,5,E1,Standard,500
F,20210706,5,F1,Standard,250
G,20210706,5,G1,Standard,125
H,20210706,5,H1,Standard,25
A,20210706,5,A2,Standard,2000
B,20210706,5,B2,Standard,1500
C,20210706,5,C2,Standard,1000
D,20210706,5,D2,Standard,750
E,20210706,5,E2,Standard,500
F,20210706,5,F2,Standard,250
G,20210706,5,G2,Standard,125
H,20210706,5,H2,Standard,25
A,20210706,5,A3,Standard,2000
B,20210706,5,B3,Standard,1500
C,20210706,5,C3,Standard,1000
D,20210706,5,D3,Standard,750
E,20210706,5,E3,Standard,500
F,20210706,5,F3,Standard,250
G,20210706,5,G3,Standard,125
H,20210706,5,H3,Standard,25
I,20210706,5,A4,Blank,0
139,20210706,5,B4,Sample,
140,20210706,5,C4,Sample,
145,20210706,5,D4,Sample,
146,20210706,5,E4,Sample,
151,20210706,5,F4,Sample,
152,20210706,5,G4,Sample,
157,20210706,5,H4,Sample,
I,20210706,5,A5,Blank,0
139,20210706,5,B5,Sample,
140,20210706,5,C5,Sample,
145,20210706,5,D5,Sample,
146,20210706,5,E5,Sample,
151,20210706,5,F5,Sample,
152,20210706,5,G5,Sample,
157,20210706,5,H5,Sample,
I,20210706,5,A6,Blank,0
139,20210706,5,B6,Sample,
140,20210706,5,C6,Sample,
145,20210706,5,D6,Sample,
146,20210706,5,E6,Sample,
151,20210706,5,F6,Sample,
152,20210706,5,G6,Sample,
157,20210706,5,H6,Sample,
158,20210706,5,A7,Sample,
163,20210706,5,B7,Sample,
164,20210706,5,C7,Sample,
169,20210706,5,D7,Sample,
170,20210706,5,E7,Sample,
175,20210706,5,F7,Sample,
176,20210706,5,G7,Sample,
181,20210706,5,H7,Sample,
158,20210706,5,A8,Sample,
163,20210706,5,B8,Sample,
164,20210706,5,C8,Sample,
169,20210706,5,D8,Sample,
170,20210706,5,E8,Sample,
175,20210706,5,F8,Sample,
176,20210706,5,G8,Sample,
181,20210706,5,H8,Sample,
158,20210706,5,A9,Sample,
163,20210706,5,B9,Sample,
164,20210706,5,C9,Sample,
169,20210706,5,D9,Sample,
170,20210706,5,E9,Sample,
175,20210706,5,F9,Sample,
176,20210706,5,G9,Sample,
181,20210706,5,H9,Sample,
182,20210706,5,A10,Sample,
187,20210706,5,B10,Sample,
188,20210706,5,C10,Sample,
193,20210706,5,D10,Sample,
194,20210706,5,E10,Sample,
199,20210706,5,F10,Sample,
200,20210706,5,G10,Sample,
205,20210706,5,H10,Sample,
182,20210706,5,A11,Sample,
187,20210706,5,B11,Sample,
188,20210706,5,C11,Sample,
193,20210706,5,D11,Sample,
194,20210706,5,E11,Sample,
199,20210706,5,F11,Sample,
200,20210706,5,G11,Sample,
205,20210706,5,H11,Sample,
182,20210706,5,A12,Sample,
187,20210706,5,B12,Sample,
188,20210706,5,C12,Sample,
193,20210706,5,D12,Sample,
194,20210706,5,E12,Sample,
199,20210706,5,F12,Sample,
200,20210706,5,G12,Sample,
205,20210706,5,H12,Sample,
A,20210707,6,A1,Standard,2000
B,20210707,6,B1,Standard,1500
C,20210707,6,C1,Standard,1000
D,20210707,6,D1,Standard,750
E,20210707,6,E1,Standard,500
F,20210707,6,F1,Standard,250
G,20210707,6,G1,Standard,125
H,20210707,6,H1,Standard,25
A,20210707,6,A2,Standard,2000
B,20210707,6,B2,Standard,1500
C,20210707,6,C2,Standard,1000
D,20210707,6,D2,Standard,750
E,20210707,6,E2,Standard,500
F,20210707,6,F2,Standard,250
G,20210707,6,G2,Standard,125
H,20210707,6,H2,Standard,25
A,20210707,6,A3,Standard,2000
B,20210707,6,B3,Standard,1500
C,20210707,6,C3,Standard,1000
D,20210707,6,D3,Standard,750
E,20210707,6,E3,Standard,500
F,20210707,6,F3,Standard,250
G,20210707,6,G3,Standard,125
H,20210707,6,H3,Standard,25
I,20210707,6,A4,Blank,0
206,20210707,6,B4,Sample,
211,20210707,6,C4,Sample,
212,20210707,6,D4,Sample,
217,20210707,6,E4,Sample,
218,20210707,6,F4,Sample,
223,20210707,6,G4,Sample,
224,20210707,6,H4,Sample,
I,20210707,6,A5,Blank,0
206,20210707,6,B5,Sample,
211,20210707,6,C5,Sample,
212,20210707,6,D5,Sample,
217,20210707,6,E5,Sample,
218,20210707,6,F5,Sample,
223,20210707,6,G5,Sample,
224,20210707,6,H5,Sample,
I,20210707,6,A6,Blank,0
206,20210707,6,B6,Sample,
211,20210707,6,C6,Sample,
212,20210707,6,D6,Sample,
217,20210707,6,E6,Sample,
218,20210707,6,F6,Sample,
223,20210707,6,G6,Sample,
224,20210707,6,H6,Sample,
229,20210707,6,A7,Sample,
230,20210707,6,B7,Sample,
235,20210707,6,C7,Sample,
236,20210707,6,D7,Sample,
241,20210707,6,E7,Sample,
242,20210707,6,F7,Sample,
247,20210707,6,G7,Sample,
248,20210707,6,H7,Sample,
229,20210707,6,A8,Sample,
230,20210707,6,B8,Sample,
235,20210707,6,C8,Sample,
236,20210707,6,D8,Sample,
241,20210707,6,E8,Sample,
242,20210707,6,F8,Sample,
247,20210707,6,G8,Sample,
248,20210707,6,H8,Sample,
229,20210707,6,A9,Sample,
230,20210707,6,B9,Sample,
235,20210707,6,C9,Sample,
236,20210707,6,D9,Sample,
241,20210707,6,E9,Sample,
242,20210707,6,F9,Sample,
247,20210707,6,G9,Sample,
248,20210707,6,H9,Sample,
253,20210707,6,A10,Sample,
254,20210707,6,B10,Sample,
259,20210707,6,C10,Sample,
260,20210707,6,D10,Sample,
265,20210707,6,E10,Sample,
266,20210707,6,F10,Sample,
NA,20210707,6,G10,NA,
NA,20210707,6,H10,NA,
253,20210707,6,A11,Sample,
254,20210707,6,B11,Sample,
259,20210707,6,C11,Sample,
260,20210707,6,D11,Sample,
265,20210707,6,E11,Sample,
266,20210707,6,F11,Sample,
NA,20210707,6,G11,NA,
NA,20210707,6,H11,NA,
253,20210707,6,A12,Sample,
254,20210707,6,B12,Sample,
259,20210707,6,C12,Sample,
260,20210707,6,D12,Sample,
265,20210707,6,E12,Sample,
266,20210707,6,F12,Sample,
NA,20210707,6,G12,NA,
NA,20210707,6,H12,NA,